label,baseline_cell_index,output_band_id,kperp_index,kpar_index,kperp_center_mpc_inv,kpar_mpc_inv,target_windowed_power,pure_eor_signed_error_percent,total_signed_error_percent,foreground_auto_over_target,geometric_window_response_fraction,window_effective_width
dpss_soft_e12_r1e8_hann,9,174,10,14,0.536767694262293,1.422074691904987,1.3879111747097746e-05,-4.450432255795476,-4.389434624289875,1.9697560808888323e-05,0.9823449084130413,3.844265642893195
dpss_soft_e12_r1e8_hann,10,189,11,13,0.5860637048526578,1.320497928197488,1.417854388968947e-05,2.5847376303222744,2.6417475730763247,3.7309826547887715e-05,0.9998595939422706,3.946110715631784
dpss_soft_e12_r1e8_hann,11,190,11,14,0.5860637048526578,1.422074691904987,1.3210487807149384e-05,-1.8569519224018793,-1.8079975856671069,2.4913498404650454e-05,0.9775106686285581,3.858325589766726
dpss_soft_e12_r1e8_hann,12,205,12,13,0.6353597154430227,1.320497928197488,1.3277740695746386e-05,0.8306030612629722,0.8297103215502604,1.1750735279105072e-05,0.9997975923057509,4.133312715610946
dpss_soft_e12_r1e8_hann,13,206,12,14,0.6353597154430227,1.422074691904987,1.2141427209503378e-05,-2.674203160128414,-2.6771083501989126,7.982650068126608e-06,0.9707593998040338,4.030749102681655
dpss_soft_e12_r1e8_hann,14,221,13,13,0.6846557260333876,1.320497928197488,1.2316466336509485e-05,-11.395511002131817,-11.394394135946232,6.61065711953588e-07,0.9996398800040739,4.381037104062854
dpss_soft_e12_r1e8_hann,15,222,13,14,0.6846557260333876,1.422074691904987,1.1395352687673273e-05,-6.018928634341377,-6.018151098929422,3.066314321715007e-07,0.9657346978089413,4.398307679802415
dpss_soft_e12_r1e8_hann,16,237,14,13,0.7339517366237525,1.320497928197488,1.1619357098479579e-05,1.7999874852700475,1.8007861319837444,5.305987801646704e-07,0.9992960784168243,4.724427891600909
dpss_soft_e12_r1e8_hann,17,238,14,14,0.7339517366237525,1.422074691904987,1.0647902014747391e-05,1.5172412686501975,1.519454825015792,2.6825895837235905e-07,0.956037174553115,4.7619561645386295
dpss_soft_e12_r1e8_hann,18,253,15,13,0.7832477472141173,1.320497928197488,1.0713749968108114e-05,0.7707671333463867,0.7567107582149885,6.692594110765546e-07,0.9988738543036935,4.8829063003235476
